content,label
"Previously good, currently bad. This app takes you straight to Google calendarfor creating an event but once the event has been set, it's on calendar only. It doesn't even show that any event has been set on the app itself. I was using this app as sort of a time table but if I'm not able to see my plans for the day, then what's the use. Pls fix it",poor
Bad,poor
I bought tgis application once in my infinex and when i turn to my samsong i download it and he said buy it once and for ever ... What is going on people,poor
I don't know why this app is hard to understand . I have seen many positive comments and that's why i installed it but this is complicated or may be I want something else which this app doesn't offer.,poor
Hard to control make this app easy to control. It's eating my head.,poor
I don't really liked it much . Waste of intenet.,poor
Not working,poor
"I unistalled just for the costumer service. I was ready and willing to give the app a shot. But given the cruel, uncaring, and sarcastic responses to others who were unpleased with how the app works I will be uninstalling imediately.",poor
google calander doesnt synchronise.,poor
This is a waste app. After few days it started to shiw nothing and it says it takes time to sync with the calender but still after 24 hrs they dont sync. Please dont install this app and then expect to be productive.,poor
Is there a way to add events directly . I don't want to sync it with calendar.It is very time consuming.,poor
Doesn't sync with calendar.,poor
The settings don't work well and it's really confusing when it doesn't function at all!!!! 😤,poor
Very complex....,poor
"rly love the design, but way too scattered. (for me)",poor
Might be a good app but complicated to use,poor
Not the best. Did nor enjoy.,poor
include monthly to do list. which helps students to create timetable.,poor
I'm sure this would be a great app... if you could actually use it. But it only allows you do add things from another calendar making it useless if you don't have one.,poor
Cannot use without existing calendar,poor
Not what I thought it was... This only blocks out time for your calendars. I was looking for something that would help with daily routines. 😕. I even tried to use the calendar before giving up... But it refused to sync. So it's useless,poor
There should be add different time schedule in app not be in mobile colander,poor
Really frustating configuration...,poor
"Too complicated. It probably has a lot of, but it's not intuitive enough.",poor
In this app it is very hard to use,poor
"Doesnt work on ALL android Wear OS devices. Specifically, doesnt work with the Watch Active2.",poor
